OrderID,OrderDate,ProductID,Quantity
10625,8/8/1997,14,3
10625,8/8/1997,42,5
10625,8/8/1997,60,10
10626,8/11/1997,53,12
10626,8/11/1997,60,20
10626,8/11/1997,71,20
10627,8/11/1997,62,15
10627,8/11/1997,73,35
10628,8/12/1997,1,25
10629,8/12/1997,29,20
10629,8/12/1997,64,9
10630,8/13/1997,55,12
10630,8/13/1997,76,35
10631,8/14/1997,75,8
10632,8/14/1997,2,30
10632,8/14/1997,33,20
10633,8/15/1997,12,36
10633,8/15/1997,13,13
10633,8/15/1997,26,35
10633,8/15/1997,62,80
10634,8/15/1997,7,35
10634,8/15/1997,18,50
10634,8/15/1997,51,15
10634,8/15/1997,75,2
10635,8/18/1997,4,10
10635,8/18/1997,5,15
10635,8/18/1997,22,40
10636,8/19/1997,4,25
10636,8/19/1997,58,6
10637,8/19/1997,11,10
10637,8/19/1997,50,25
10637,8/19/1997,56,60
10638,8/20/1997,45,20
10638,8/20/1997,65,21
10638,8/20/1997,72,60
10639,8/20/1997,18,8
10640,8/21/1997,69,20
10640,8/21/1997,70,15
10641,8/22/1997,2,50
10641,8/22/1997,40,60
10642,8/22/1997,21,30
10642,8/22/1997,61,20
10643,8/25/1997,28,15
10643,8/25/1997,39,21
10643,8/25/1997,46,2
10644,8/25/1997,18,4
10644,8/25/1997,43,20
10644,8/25/1997,46,21
10645,8/26/1997,18,20
10645,8/26/1997,36,15
10646,8/27/1997,1,15
10646,8/27/1997,10,18
10646,8/27/1997,71,30
10646,8/27/1997,77,35
10647,8/27/1997,19,30
10647,8/27/1997,39,20
10648,8/28/1997,22,15
10648,8/28/1997,24,15
10649,8/28/1997,28,20
10649,8/28/1997,72,15
10650,8/29/1997,30,30
10650,8/29/1997,53,25
10650,8/29/1997,54,30
10651,9/1/1997,19,12
10651,9/1/1997,22,20
10652,9/1/1997,30,2
10652,9/1/1997,42,20
10653,9/2/1997,16,30
10653,9/2/1997,60,20
10654,9/2/1997,4,12
10654,9/2/1997,39,20
10654,9/2/1997,54,6
10655,9/3/1997,41,20
10656,9/4/1997,14,3
10656,9/4/1997,44,28
10656,9/4/1997,47,6
10657,9/4/1997,15,50
10657,9/4/1997,41,24
10657,9/4/1997,46,45
10657,9/4/1997,47,10
10657,9/4/1997,56,45
10657,9/4/1997,60,30
10658,9/5/1997,21,60
10658,9/5/1997,40,70
10658,9/5/1997,60,55
10658,9/5/1997,77,70
10659,9/5/1997,31,20
10659,9/5/1997,40,24
10659,9/5/1997,70,40
10660,9/8/1997,20,21
10661,9/9/1997,39,3
10661,9/9/1997,58,49
10662,9/9/1997,68,10
10663,9/10/1997,40,30
10663,9/10/1997,42,30
10663,9/10/1997,51,20
10664,9/10/1997,10,24
10664,9/10/1997,56,12
10664,9/10/1997,65,15
10665,9/11/1997,51,20
10665,9/11/1997,59,1
10665,9/11/1997,76,10
10666,9/12/1997,29,36
10666,9/12/1997,65,10
10667,9/12/1997,69,45
10667,9/12/1997,71,14
10668,9/15/1997,31,8
10668,9/15/1997,55,4
10668,9/15/1997,64,15
10669,9/15/1997,36,30
10670,9/16/1997,23,32
10670,9/16/1997,46,60
10670,9/16/1997,67,25
10670,9/16/1997,73,50
10670,9/16/1997,75,25
10671,9/17/1997,16,10
10671,9/17/1997,62,10
10671,9/17/1997,65,12
10672,9/17/1997,38,15
10672,9/17/1997,71,12
10673,9/18/1997,16,3
10673,9/18/1997,42,6
10673,9/18/1997,43,6
10674,9/18/1997,23,5
10675,9/19/1997,14,30
10675,9/19/1997,53,10
10675,9/19/1997,58,30
10676,9/22/1997,10,2
10676,9/22/1997,19,7
10676,9/22/1997,44,21
10677,9/22/1997,26,30
10677,9/22/1997,33,8
10678,9/23/1997,12,100
10678,9/23/1997,33,30
10678,9/23/1997,41,120
10678,9/23/1997,54,30
10679,9/23/1997,59,12
10680,9/24/1997,16,50
10680,9/24/1997,31,20
10680,9/24/1997,42,40
10681,9/25/1997,19,30
10681,9/25/1997,21,12
10681,9/25/1997,64,28
10682,9/25/1997,33,30
10682,9/25/1997,66,4
10682,9/25/1997,75,30
10683,9/26/1997,52,9
10684,9/26/1997,40,20
10684,9/26/1997,47,40
10684,9/26/1997,60,30
10685,9/29/1997,10,20
10685,9/29/1997,41,4
10685,9/29/1997,47,15
10686,9/30/1997,17,30
10686,9/30/1997,26,15
10687,9/30/1997,9,50
10687,9/30/1997,29,10
10687,9/30/1997,36,6
10688,10/1/1997,10,18
10688,10/1/1997,28,60
10688,10/1/1997,34,14
10689,10/1/1997,1,35
10690,10/2/1997,56,20
10690,10/2/1997,77,30
10691,10/3/1997,1,30
10691,10/3/1997,29,40
10691,10/3/1997,43,40
10691,10/3/1997,44,24
10691,10/3/1997,62,48
10692,10/3/1997,63,20
10693,10/6/1997,9,6
10693,10/6/1997,54,60
10693,10/6/1997,69,30
10693,10/6/1997,73,15
10694,10/6/1997,7,90
10694,10/6/1997,59,25
10694,10/6/1997,70,50
10695,10/7/1997,8,10
10695,10/7/1997,12,4
10695,10/7/1997,24,20
10696,10/8/1997,17,20
10696,10/8/1997,46,18
10697,10/8/1997,19,7
10697,10/8/1997,35,9
10697,10/8/1997,58,30
10697,10/8/1997,70,30
10698,10/9/1997,11,15
10698,10/9/1997,17,8
10698,10/9/1997,29,12
10698,10/9/1997,65,65
10698,10/9/1997,70,8
10699,10/9/1997,47,12
10700,10/10/1997,1,5
10700,10/10/1997,34,12
10700,10/10/1997,68,40
10700,10/10/1997,71,60
10701,10/13/1997,59,42
10701,10/13/1997,71,20
10701,10/13/1997,76,35
10702,10/13/1997,3,6
10702,10/13/1997,76,15
10703,10/14/1997,2,5
10703,10/14/1997,59,35
10703,10/14/1997,73,35
10704,10/14/1997,4,6
10704,10/14/1997,24,35
10704,10/14/1997,48,24
10705,10/15/1997,31,20
10705,10/15/1997,32,4
10706,10/16/1997,16,20
10706,10/16/1997,43,24
10706,10/16/1997,59,8
10707,10/16/1997,55,21
10707,10/16/1997,57,40
10707,10/16/1997,70,28
10708,10/17/1997,5,4
10708,10/17/1997,36,5
10709,10/17/1997,8,40
10709,10/17/1997,51,28
10709,10/17/1997,60,10
10710,10/20/1997,19,5
10710,10/20/1997,47,5
10711,10/21/1997,19,12
10711,10/21/1997,41,42
10711,10/21/1997,53,120
10712,10/21/1997,53,3
10712,10/21/1997,56,30
10713,10/22/1997,10,18
10713,10/22/1997,26,30
10713,10/22/1997,45,110
10713,10/22/1997,46,24
10714,10/22/1997,2,30
10714,10/22/1997,17,27
10714,10/22/1997,47,50
10714,10/22/1997,56,18
10714,10/22/1997,58,12
10715,10/23/1997,10,21
10715,10/23/1997,71,30
10716,10/24/1997,21,5
10716,10/24/1997,51,7
10716,10/24/1997,61,10
10717,10/24/1997,21,32
10717,10/24/1997,54,15
10717,10/24/1997,69,25
10718,10/27/1997,12,36
10718,10/27/1997,16,20
10718,10/27/1997,36,40
10718,10/27/1997,62,20
10719,10/27/1997,18,12
10719,10/27/1997,30,3
10719,10/27/1997,54,40
10720,10/28/1997,35,21
10720,10/28/1997,71,8
10721,10/29/1997,44,50
10722,10/29/1997,2,3
10722,10/29/1997,31,50
10722,10/29/1997,68,45
10722,10/29/1997,75,42
10723,10/30/1997,26,15
10724,10/30/1997,10,16
10724,10/30/1997,61,5
10725,10/31/1997,41,12
10725,10/31/1997,52,4
10725,10/31/1997,55,6
10726,11/3/1997,4,25
10726,11/3/1997,11,5
10727,11/3/1997,17,20
10727,11/3/1997,56,10
10727,11/3/1997,59,10
10728,11/4/1997,30,15
10728,11/4/1997,40,6
10728,11/4/1997,55,12
10728,11/4/1997,60,15
10729,11/4/1997,1,50
10729,11/4/1997,21,30
10729,11/4/1997,50,40
10730,11/5/1997,16,15
10730,11/5/1997,31,3
10730,11/5/1997,65,10
10731,11/6/1997,21,40
10731,11/6/1997,51,30
10732,11/6/1997,76,20
10733,11/7/1997,14,16
10733,11/7/1997,28,20
10733,11/7/1997,52,25
10734,11/7/1997,6,30
10734,11/7/1997,30,15
10734,11/7/1997,76,20
10735,11/10/1997,61,20
10735,11/10/1997,77,2
10736,11/11/1997,65,40
10736,11/11/1997,75,20
10737,11/11/1997,13,4
10737,11/11/1997,41,12
10738,11/12/1997,16,3
10739,11/12/1997,36,6
10739,11/12/1997,52,18
10740,11/13/1997,28,5
10740,11/13/1997,35,35
10740,11/13/1997,45,40
10740,11/13/1997,56,14
10741,11/14/1997,2,15
10742,11/14/1997,3,20
10742,11/14/1997,60,50
10742,11/14/1997,72,35
10743,11/17/1997,46,28
10744,11/17/1997,40,50
10745,11/18/1997,18,24
10745,11/18/1997,44,16
10745,11/18/1997,59,45
10745,11/18/1997,72,7
10746,11/19/1997,13,6
10746,11/19/1997,42,28
10746,11/19/1997,62,9
10746,11/19/1997,69,40
10747,11/19/1997,31,8
10747,11/19/1997,41,35
10747,11/19/1997,63,9
10747,11/19/1997,69,30
10748,11/20/1997,23,44
10748,11/20/1997,40,40
10748,11/20/1997,56,28
10749,11/20/1997,56,15
10749,11/20/1997,59,6
10749,11/20/1997,76,10
10750,11/21/1997,14,5
10750,11/21/1997,45,40
10750,11/21/1997,59,25
10751,11/24/1997,26,12
10751,11/24/1997,30,30
10751,11/24/1997,50,20
10751,11/24/1997,73,15
10752,11/24/1997,1,8
10752,11/24/1997,69,3
10753,11/25/1997,45,4
10753,11/25/1997,74,5
10754,11/25/1997,40,3
10755,11/26/1997,47,30
10755,11/26/1997,56,30
10755,11/26/1997,57,14
10755,11/26/1997,69,25
10756,11/27/1997,18,21
10756,11/27/1997,36,20
10756,11/27/1997,68,6
10756,11/27/1997,69,20
10757,11/27/1997,34,30
10757,11/27/1997,59,7
10757,11/27/1997,62,30
10757,11/27/1997,64,24
10758,11/28/1997,26,20
10758,11/28/1997,52,60
10758,11/28/1997,70,40
10759,11/28/1997,32,10
10760,12/1/1997,25,12
10760,12/1/1997,27,40
10760,12/1/1997,43,30
10761,12/2/1997,25,35
10761,12/2/1997,75,18
10762,12/2/1997,39,16
10762,12/2/1997,47,30
10762,12/2/1997,51,28
10762,12/2/1997,56,60
10763,12/3/1997,21,40
10763,12/3/1997,22,6
10763,12/3/1997,24,20
10764,12/3/1997,3,20
10764,12/3/1997,39,130
10765,12/4/1997,65,80
10766,12/5/1997,2,40
10766,12/5/1997,7,35
10766,12/5/1997,68,40
10767,12/5/1997,42,2
10768,12/8/1997,22,4
10768,12/8/1997,31,50
10768,12/8/1997,60,15
10768,12/8/1997,71,12
10769,12/8/1997,41,30
10769,12/8/1997,52,15
10769,12/8/1997,61,20
10769,12/8/1997,62,15
10770,12/9/1997,11,15
10771,12/10/1997,71,16
10772,12/10/1997,29,18
10772,12/10/1997,59,25
10773,12/11/1997,17,33
10773,12/11/1997,31,70
10773,12/11/1997,75,7
10774,12/11/1997,31,2
10774,12/11/1997,66,50
10775,12/12/1997,10,6
10775,12/12/1997,67,3
10776,12/15/1997,31,16
10776,12/15/1997,42,12
10776,12/15/1997,45,27
10776,12/15/1997,51,120
10777,12/15/1997,42,20
10778,12/16/1997,41,10
10779,12/16/1997,16,20
10779,12/16/1997,62,20
10780,12/16/1997,70,35
10780,12/16/1997,77,15
10781,12/17/1997,54,3
10781,12/17/1997,56,20
10781,12/17/1997,74,35
10782,12/17/1997,31,1
10783,12/18/1997,31,10
10783,12/18/1997,38,5
10784,12/18/1997,36,30
10784,12/18/1997,39,2
10784,12/18/1997,72,30
10785,12/18/1997,10,10
10785,12/18/1997,75,10
10786,12/19/1997,8,30
10786,12/19/1997,30,15
10786,12/19/1997,75,42
10787,12/19/1997,2,15
10787,12/19/1997,29,20
10788,12/22/1997,19,50
10788,12/22/1997,75,40
10789,12/22/1997,18,30
10789,12/22/1997,35,15
10789,12/22/1997,63,30
10789,12/22/1997,68,18
10790,12/22/1997,7,3
10790,12/22/1997,56,20
10791,12/23/1997,29,14
10791,12/23/1997,41,20
10792,12/23/1997,2,10
10792,12/23/1997,54,3
10792,12/23/1997,68,15
10793,12/24/1997,41,14
10793,12/24/1997,52,8
10794,12/24/1997,14,15
10794,12/24/1997,54,6
10795,12/24/1997,16,65
10795,12/24/1997,17,35
10796,12/25/1997,26,21
10796,12/25/1997,44,10
10796,12/25/1997,64,35
10796,12/25/1997,69,24
10797,12/25/1997,11,20
10798,12/26/1997,62,2
10798,12/26/1997,72,10
10799,12/26/1997,13,20
10799,12/26/1997,24,20
10799,12/26/1997,59,25
10800,12/26/1997,11,50
10800,12/26/1997,51,10
10800,12/26/1997,54,7
10801,12/29/1997,17,40
10801,12/29/1997,29,20
10802,12/29/1997,30,25
10802,12/29/1997,51,30
10802,12/29/1997,55,60
10802,12/29/1997,62,5
10803,12/30/1997,19,24
10803,12/30/1997,25,15
10803,12/30/1997,59,15
10804,12/30/1997,10,36
10804,12/30/1997,28,24
10804,12/30/1997,49,4
10805,12/30/1997,34,10
10805,12/30/1997,38,10
10806,12/31/1997,2,20
10806,12/31/1997,65,2
10806,12/31/1997,74,15
10807,12/31/1997,40,1
10808,1/1/1998,56,20
10808,1/1/1998,76,50
10809,1/1/1998,52,20
10810,1/1/1998,13,7
10810,1/1/1998,25,5
10810,1/1/1998,70,5
10811,1/2/1998,19,15
10811,1/2/1998,23,18
10811,1/2/1998,40,30
10812,1/2/1998,31,16
10812,1/2/1998,72,40
10812,1/2/1998,77,20
10813,1/5/1998,2,12
10813,1/5/1998,46,35
10814,1/5/1998,41,20
10814,1/5/1998,43,20
10814,1/5/1998,48,8
10814,1/5/1998,61,30
10815,1/5/1998,33,16
10816,1/6/1998,38,30
10816,1/6/1998,62,20
10817,1/6/1998,26,40
10817,1/6/1998,38,30
10817,1/6/1998,40,60
10817,1/6/1998,62,25
10818,1/7/1998,32,20
10818,1/7/1998,41,20
10819,1/7/1998,43,7
10819,1/7/1998,75,20
10820,1/7/1998,56,30
10821,1/8/1998,35,20
10821,1/8/1998,51,6
10822,1/8/1998,62,3
10822,1/8/1998,70,6
10823,1/9/1998,11,20
10823,1/9/1998,57,15
10823,1/9/1998,59,40
10823,1/9/1998,77,15
10824,1/9/1998,41,12
10824,1/9/1998,70,9
10825,1/9/1998,26,12
10825,1/9/1998,53,20
10826,1/12/1998,31,35
10826,1/12/1998,57,15
10827,1/12/1998,10,15
10827,1/12/1998,39,21
10828,1/13/1998,20,5
10828,1/13/1998,38,2
10829,1/13/1998,2,10
10829,1/13/1998,8,20
10829,1/13/1998,13,10
10829,1/13/1998,60,21
10830,1/13/1998,6,6
10830,1/13/1998,39,28
10830,1/13/1998,60,30
10830,1/13/1998,68,24
10831,1/14/1998,19,2
10831,1/14/1998,35,8
10831,1/14/1998,38,8
10831,1/14/1998,43,9
10832,1/14/1998,13,3
10832,1/14/1998,25,10
10832,1/14/1998,44,16
10832,1/14/1998,64,3
10833,1/15/1998,7,20
10833,1/15/1998,31,9
10833,1/15/1998,53,9
10834,1/15/1998,29,8
10834,1/15/1998,30,20
10835,1/15/1998,59,15
10835,1/15/1998,77,2
10836,1/16/1998,22,52
10836,1/16/1998,35,6
10836,1/16/1998,57,24
10836,1/16/1998,60,60
10836,1/16/1998,64,30
10837,1/16/1998,13,6
10837,1/16/1998,40,25
10837,1/16/1998,47,40
10837,1/16/1998,76,21
10838,1/19/1998,1,4
10838,1/19/1998,18,25
10838,1/19/1998,36,50
10839,1/19/1998,58,30
10839,1/19/1998,72,15
10840,1/19/1998,25,6
10840,1/19/1998,39,10
10841,1/20/1998,10,16
10841,1/20/1998,56,30
10841,1/20/1998,59,50
10841,1/20/1998,77,15
10842,1/20/1998,11,15
10842,1/20/1998,43,5
10842,1/20/1998,68,20
10842,1/20/1998,70,12
10843,1/21/1998,51,4
10844,1/21/1998,22,35
10845,1/21/1998,23,70
10845,1/21/1998,35,25
10845,1/21/1998,42,42
10845,1/21/1998,58,60
10845,1/21/1998,64,48
10846,1/22/1998,4,21
10846,1/22/1998,70,30
10846,1/22/1998,74,20
10847,1/22/1998,1,80
10847,1/22/1998,19,12
10847,1/22/1998,37,60
10847,1/22/1998,45,36
10847,1/22/1998,60,45
10847,1/22/1998,71,55
10848,1/23/1998,5,30
10848,1/23/1998,9,3
10849,1/23/1998,3,49
10849,1/23/1998,26,18
10850,1/23/1998,25,20
10850,1/23/1998,33,4
10850,1/23/1998,70,30
10851,1/26/1998,2,5
10851,1/26/1998,25,10
10851,1/26/1998,57,10
10851,1/26/1998,59,42
10852,1/26/1998,2,15
10852,1/26/1998,17,6
10852,1/26/1998,62,50
10853,1/27/1998,18,10
10854,1/27/1998,10,100
10854,1/27/1998,13,65
10855,1/27/1998,16,50
10855,1/27/1998,31,14
10855,1/27/1998,56,24
10855,1/27/1998,65,15
10856,1/28/1998,2,20
10856,1/28/1998,42,20
10857,1/28/1998,3,30
10857,1/28/1998,26,35
10857,1/28/1998,29,10
10858,1/29/1998,7,5
10858,1/29/1998,27,10
10858,1/29/1998,70,4
10859,1/29/1998,24,40
10859,1/29/1998,54,35
10859,1/29/1998,64,30
10860,1/29/1998,51,3
10860,1/29/1998,76,20
10861,1/30/1998,17,42
10861,1/30/1998,18,20
10861,1/30/1998,21,40
10861,1/30/1998,33,35
10861,1/30/1998,62,3
10862,1/30/1998,11,25
10862,1/30/1998,52,8
10863,2/2/1998,1,20
10863,2/2/1998,58,12
10864,2/2/1998,35,4
10864,2/2/1998,67,15
10865,2/2/1998,38,60
10865,2/2/1998,39,80
10866,2/3/1998,2,21
10866,2/3/1998,24,6
10866,2/3/1998,30,40
10867,2/3/1998,53,3
10868,2/4/1998,26,20
10868,2/4/1998,35,30
10868,2/4/1998,49,42
10869,2/4/1998,1,40
10869,2/4/1998,11,10
10869,2/4/1998,23,50
10869,2/4/1998,68,20
10870,2/4/1998,35,3
10870,2/4/1998,51,2
10871,2/5/1998,6,50
10871,2/5/1998,16,12
10871,2/5/1998,17,16
10872,2/5/1998,55,10
10872,2/5/1998,62,20
10872,2/5/1998,64,15
10872,2/5/1998,65,21
10873,2/6/1998,21,20
10873,2/6/1998,28,3
10874,2/6/1998,10,10
10875,2/6/1998,19,25
10875,2/6/1998,47,21
10875,2/6/1998,49,15
10876,2/9/1998,46,21
10876,2/9/1998,64,20
10877,2/9/1998,16,30
10877,2/9/1998,18,25
10878,2/10/1998,20,20
10879,2/10/1998,40,12
10879,2/10/1998,65,10
10879,2/10/1998,76,10
10880,2/10/1998,23,30
10880,2/10/1998,61,30
10880,2/10/1998,70,50
10881,2/11/1998,73,10
10882,2/11/1998,42,25
10882,2/11/1998,49,20
10882,2/11/1998,54,32
10883,2/12/1998,24,8
10884,2/12/1998,21,40
10884,2/12/1998,56,21
10884,2/12/1998,65,12
10885,2/12/1998,2,20
10885,2/12/1998,24,12
10885,2/12/1998,70,30
10885,2/12/1998,77,25
10886,2/13/1998,10,70
10886,2/13/1998,31,35
10886,2/13/1998,77,40
10887,2/13/1998,25,5
10888,2/16/1998,2,20
10888,2/16/1998,68,18
10889,2/16/1998,11,40
10889,2/16/1998,38,40
10890,2/16/1998,17,15
10890,2/16/1998,34,10
10890,2/16/1998,41,14
10891,2/17/1998,30,15
10892,2/17/1998,59,40
10893,2/18/1998,8,30
10893,2/18/1998,24,10
10893,2/18/1998,29,24
10893,2/18/1998,30,35
10893,2/18/1998,36,20
10894,2/18/1998,13,28
10894,2/18/1998,69,50
10894,2/18/1998,75,120
10895,2/18/1998,24,110
10895,2/18/1998,39,45
10895,2/18/1998,40,91
10895,2/18/1998,60,100
10896,2/19/1998,45,15
10896,2/19/1998,56,16
10897,2/19/1998,29,80
10897,2/19/1998,30,36
10898,2/20/1998,13,5
10899,2/20/1998,39,8
10900,2/20/1998,70,3
10901,2/23/1998,41,30
10901,2/23/1998,71,30
10902,2/23/1998,55,30
10902,2/23/1998,62,6
10903,2/24/1998,13,40
10903,2/24/1998,65,21
10903,2/24/1998,68,20
10904,2/24/1998,58,15
10904,2/24/1998,62,35
10905,2/24/1998,1,20
10906,2/25/1998,61,15
10907,2/25/1998,75,14
10908,2/26/1998,7,20
10908,2/26/1998,52,14
10909,2/26/1998,7,12
10909,2/26/1998,16,15
10909,2/26/1998,41,5
10910,2/26/1998,19,12
10910,2/26/1998,49,10
10910,2/26/1998,61,5
10911,2/26/1998,1,10
10911,2/26/1998,17,12
10911,2/26/1998,67,15
10912,2/26/1998,11,40
10912,2/26/1998,29,60
10913,2/26/1998,4,30
10913,2/26/1998,33,40
10913,2/26/1998,58,15
10914,2/27/1998,71,25
10915,2/27/1998,17,10
10915,2/27/1998,33,30
10915,2/27/1998,54,10
10916,2/27/1998,16,6
10916,2/27/1998,32,6
10916,2/27/1998,57,20
10917,3/2/1998,30,1
10917,3/2/1998,60,10
10918,3/2/1998,1,60
10918,3/2/1998,60,25
10919,3/2/1998,16,24
10919,3/2/1998,25,24
10919,3/2/1998,40,20
10920,3/3/1998,50,24
10921,3/3/1998,35,10
10921,3/3/1998,63,40
10922,3/3/1998,17,15
10922,3/3/1998,24,35
10923,3/3/1998,42,10
10923,3/3/1998,43,10
10923,3/3/1998,67,24
10924,3/4/1998,10,20
10924,3/4/1998,28,30
10924,3/4/1998,75,6
10925,3/4/1998,36,25
10925,3/4/1998,52,12
10926,3/4/1998,11,2
10926,3/4/1998,13,10
10926,3/4/1998,19,7
10926,3/4/1998,72,10
10927,3/5/1998,20,5
10927,3/5/1998,52,5
10927,3/5/1998,76,20
10928,3/5/1998,47,5
10928,3/5/1998,76,5
10929,3/5/1998,21,60
10929,3/5/1998,75,49
10929,3/5/1998,77,15
10930,3/6/1998,21,36
10930,3/6/1998,27,25
10930,3/6/1998,55,25
10930,3/6/1998,58,30
10931,3/6/1998,13,42
10931,3/6/1998,57,30
10932,3/6/1998,16,30
10932,3/6/1998,62,14
10932,3/6/1998,72,16
10932,3/6/1998,75,20
10933,3/6/1998,53,2
10933,3/6/1998,61,30
10934,3/9/1998,6,20
10935,3/9/1998,1,21
10935,3/9/1998,18,4
10935,3/9/1998,23,8
10936,3/9/1998,36,30
10937,3/10/1998,28,8
10937,3/10/1998,34,20
10938,3/10/1998,13,20
10938,3/10/1998,43,24
10938,3/10/1998,60,49
10938,3/10/1998,71,35
10939,3/10/1998,2,10
10939,3/10/1998,67,40
10940,3/11/1998,7,8
10940,3/11/1998,13,20
10941,3/11/1998,31,44
10941,3/11/1998,62,30
10941,3/11/1998,68,80
10941,3/11/1998,72,50
10942,3/11/1998,49,28
10943,3/11/1998,13,15
10943,3/11/1998,22,21
10943,3/11/1998,46,15
10944,3/12/1998,11,5
10944,3/12/1998,44,18
10944,3/12/1998,56,18
10945,3/12/1998,13,20
10945,3/12/1998,31,10
10946,3/12/1998,10,25
10946,3/12/1998,24,25
10946,3/12/1998,77,40
10947,3/13/1998,59,4
10948,3/13/1998,50,9
10948,3/13/1998,51,40
10948,3/13/1998,55,4
10949,3/13/1998,6,12
10949,3/13/1998,10,30
10949,3/13/1998,17,6
10949,3/13/1998,62,60
10950,3/16/1998,4,5
10951,3/16/1998,33,15
10951,3/16/1998,41,6
10951,3/16/1998,75,50
10952,3/16/1998,6,16
10952,3/16/1998,28,2
10953,3/16/1998,20,50
10953,3/16/1998,31,50
10954,3/17/1998,16,28
10954,3/17/1998,31,25
10954,3/17/1998,45,30
10954,3/17/1998,60,24
10955,3/17/1998,75,12
10956,3/17/1998,21,12
10956,3/17/1998,47,14
10956,3/17/1998,51,8
10957,3/18/1998,30,30
10957,3/18/1998,35,40
10957,3/18/1998,64,8
10958,3/18/1998,5,20
10958,3/18/1998,7,6
10958,3/18/1998,72,5
10959,3/18/1998,75,20
10960,3/19/1998,24,10
10960,3/19/1998,41,24
10961,3/19/1998,52,6
10961,3/19/1998,76,60
10962,3/19/1998,7,45
10962,3/19/1998,13,77
10962,3/19/1998,53,20
10962,3/19/1998,69,9
10962,3/19/1998,76,44
10963,3/19/1998,60,2
10964,3/20/1998,18,6
10964,3/20/1998,38,5
10964,3/20/1998,69,10
10965,3/20/1998,51,16
10966,3/20/1998,37,8
10966,3/20/1998,56,12
10966,3/20/1998,62,12
10967,3/23/1998,19,12
10967,3/23/1998,49,40
10968,3/23/1998,12,30
10968,3/23/1998,24,30
10968,3/23/1998,64,4
10969,3/23/1998,46,9
10970,3/24/1998,52,40
10971,3/24/1998,29,14
10972,3/24/1998,17,6
10972,3/24/1998,33,7
10973,3/24/1998,26,5
10973,3/24/1998,41,6
10973,3/24/1998,75,10
10974,3/25/1998,63,10
10975,3/25/1998,8,16
10975,3/25/1998,75,10
10976,3/25/1998,28,20
10977,3/26/1998,39,30
10977,3/26/1998,47,30
10977,3/26/1998,51,10
10977,3/26/1998,63,20
10978,3/26/1998,8,20
10978,3/26/1998,21,40
10978,3/26/1998,40,10
10978,3/26/1998,44,6
10979,3/26/1998,7,18
10979,3/26/1998,12,20
10979,3/26/1998,24,80
10979,3/26/1998,27,30
10979,3/26/1998,31,24
10979,3/26/1998,63,35
10980,3/27/1998,75,40
10981,3/27/1998,38,60
10982,3/27/1998,7,20
10982,3/27/1998,43,9
10983,3/27/1998,13,84
10983,3/27/1998,57,15
10984,3/30/1998,16,55
10984,3/30/1998,24,20
10984,3/30/1998,36,40
10985,3/30/1998,16,36
10985,3/30/1998,18,8
10985,3/30/1998,32,35
10986,3/30/1998,11,30
10986,3/30/1998,20,15
10986,3/30/1998,76,10
10986,3/30/1998,77,15
10987,3/31/1998,7,60
10987,3/31/1998,43,6
10987,3/31/1998,72,20
10988,3/31/1998,7,60
10988,3/31/1998,62,40
10989,3/31/1998,6,40
10989,3/31/1998,11,15
10989,3/31/1998,41,4
10990,4/1/1998,21,65
10990,4/1/1998,34,60
10990,4/1/1998,55,65
10990,4/1/1998,61,66
10991,4/1/1998,2,50
10991,4/1/1998,70,20
10991,4/1/1998,76,90
10992,4/1/1998,72,2
10993,4/1/1998,29,50
10993,4/1/1998,41,35
10994,4/2/1998,59,18
10995,4/2/1998,51,20
10995,4/2/1998,60,4
10996,4/2/1998,42,40
10997,4/3/1998,32,50
10997,4/3/1998,46,20
10997,4/3/1998,52,20
10998,4/3/1998,24,12
10998,4/3/1998,61,7
10998,4/3/1998,74,20
10998,4/3/1998,75,30
10999,4/3/1998,41,20
10999,4/3/1998,51,15
10999,4/3/1998,77,21
11000,4/6/1998,4,25
11000,4/6/1998,24,30
11000,4/6/1998,77,30
11001,4/6/1998,7,60
11001,4/6/1998,22,25
11001,4/6/1998,46,25
11001,4/6/1998,55,6
11002,4/6/1998,13,56
11002,4/6/1998,35,15
11002,4/6/1998,42,24
11002,4/6/1998,55,40
11003,4/6/1998,1,4
11003,4/6/1998,40,10
11003,4/6/1998,52,10
11004,4/7/1998,26,6
11004,4/7/1998,76,6
11005,4/7/1998,1,2
11005,4/7/1998,59,10
11006,4/7/1998,1,8
11006,4/7/1998,29,2
11007,4/8/1998,8,30
11007,4/8/1998,29,10
11007,4/8/1998,42,14
11008,4/8/1998,28,70
11008,4/8/1998,34,90
11008,4/8/1998,71,21
11009,4/8/1998,24,12
11009,4/8/1998,36,18
11009,4/8/1998,60,9
11010,4/9/1998,7,20
11010,4/9/1998,24,10
11011,4/9/1998,58,40
11011,4/9/1998,71,20
11012,4/9/1998,19,50
11012,4/9/1998,60,36
11012,4/9/1998,71,60
11013,4/9/1998,23,10
11013,4/9/1998,42,4
11013,4/9/1998,45,20
11013,4/9/1998,68,2
11014,4/10/1998,41,28
11015,4/10/1998,30,15
11015,4/10/1998,77,18
11016,4/10/1998,31,15
11016,4/10/1998,36,16
11017,4/13/1998,3,25
11017,4/13/1998,59,110
11017,4/13/1998,70,30
11018,4/13/1998,12,20
11018,4/13/1998,18,10
11018,4/13/1998,56,5
11019,4/13/1998,46,3
11019,4/13/1998,49,2
11020,4/14/1998,10,24
11021,4/14/1998,2,11
